"","X","teamRslt","teamAST","teamTO","teamSTL","teamBLK","teamPF","teamFG.","team2P.","team3P.","teamFT.","teamTRB","opptAST","opptTO","opptSTL","opptBLK","opptPF","opptFG.","oppt2P.","oppt3P.","opptFT.","opptTRB"
"8467",8467,"Win",21,25,7,7,17,0.4444,0.5167,0.2381,0.7368,54,21,16,21,5,18,0.3735,0.4074,0.3103,0.75,37
"8468",8468,"Loss",21,16,21,5,18,0.3735,0.4074,0.3103,0.75,37,21,25,7,7,17,0.4444,0.5167,0.2381,0.7368,54
"8469",8469,"Loss",19,9,1,4,14,0.4176,0.4143,0.4286,0.8235,44,23,8,5,9,16,0.4409,0.4625,0.3077,0.8235,49
"8470",8470,"Win",23,8,5,9,16,0.4409,0.4625,0.3077,0.8235,49,19,9,1,4,14,0.4176,0.4143,0.4286,0.8235,44
"8471",8471,"Win",23,13,9,6,13,0.4932,0.5273,0.3889,0.8,41,15,14,5,4,22,0.4348,0.5,0.25,0.6923,46
"8472",8472,"Loss",15,14,5,4,22,0.4348,0.5,0.25,0.6923,46,23,13,9,6,13,0.4932,0.5273,0.3889,0.8,41
"8473",8473,"Win",36,15,6,5,20,0.5287,0.5091,0.5625,0.8571,48,21,9,12,4,17,0.3958,0.4127,0.3636,0.7143,45
"8474",8474,"Loss",21,9,12,4,17,0.3958,0.4127,0.3636,0.7143,45,36,15,6,5,20,0.5287,0.5091,0.5625,0.8571,48
"8475",8475,"Win",17,14,8,3,15,0.5056,0.5556,0.2941,0.8462,45,19,13,9,5,22,0.4762,0.5345,0.3462,0.96,34
"8476",8476,"Loss",19,13,9,5,22,0.4762,0.5345,0.3462,0.96,34,17,14,8,3,15,0.5056,0.5556,0.2941,0.8462,45
"8477",8477,"Loss",14,16,4,3,16,0.369,0.3934,0.3043,0.7368,47,19,9,6,9,19,0.4396,0.5333,0.2581,0.9,47
"8478",8478,"Win",19,9,6,9,19,0.4396,0.5333,0.2581,0.9,47,14,16,4,3,16,0.369,0.3934,0.3043,0.7368,47
"8479",8479,"Loss",16,22,7,6,13,0.4337,0.4462,0.3889,0.8387,46,33,16,15,13,22,0.5213,0.5571,0.4167,0.8,40
"8480",8480,"Win",33,16,15,13,22,0.5213,0.5571,0.4167,0.8,40,16,22,7,6,13,0.4337,0.4462,0.3889,0.8387,46
"8481",8481,"Win",29,15,10,3,24,0.5526,0.5472,0.5652,0.8,27,22,15,9,2,12,0.5135,0.541,0.3846,0.75,37
"8482",8482,"Loss",22,15,9,2,12,0.5135,0.541,0.3846,0.75,37,29,15,10,3,24,0.5526,0.5472,0.5652,0.8,27
"8483",8483,"Loss",24,14,5,3,17,0.4634,0.4521,0.5556,0.8,38,23,11,10,5,12,0.4674,0.5385,0.2963,0.6429,47
"8484",8484,"Win",23,11,10,5,12,0.4674,0.5385,0.2963,0.6429,47,24,14,5,3,17,0.4634,0.4521,0.5556,0.8,38
"8485",8485,"Win",19,13,7,7,16,0.5467,0.6207,0.2941,0.7778,37,26,13,9,5,23,0.4875,0.4444,0.6471,0.4286,35
"8486",8486,"Loss",26,13,9,5,23,0.4875,0.4444,0.6471,0.4286,35,19,13,7,7,16,0.5467,0.6207,0.2941,0.7778,37
"8487",8487,"Loss",14,17,7,8,16,0.4146,0.4444,0.3158,0.5294,39,19,17,10,7,16,0.5493,0.5882,0.45,0.6111,37
"8488",8488,"Win",19,17,10,7,16,0.5493,0.5882,0.45,0.6111,37,14,17,7,8,16,0.4146,0.4444,0.3158,0.5294,39
"8489",8489,"Win",35,19,5,8,25,0.5632,0.6,0.5135,0.7333,48,27,10,8,3,22,0.4674,0.5072,0.3478,0.7586,34
"8490",8490,"Loss",27,10,8,3,22,0.4674,0.5072,0.3478,0.7586,34,35,19,5,8,25,0.5632,0.6,0.5135,0.7333,48
"8491",8491,"Loss",20,14,8,2,24,0.4,0.4571,0.2667,0.7931,56,26,14,8,3,24,0.4719,0.566,0.3333,0.5294,47
"8492",8492,"Win",26,14,8,3,24,0.4719,0.566,0.3333,0.5294,47,20,14,8,2,24,0.4,0.4571,0.2667,0.7931,56
"8493",8493,"Win",20,15,7,3,19,0.4675,0.5263,0.3,0.7143,39,23,17,8,2,25,0.4177,0.4603,0.25,0.7727,38
"8494",8494,"Loss",23,17,8,2,25,0.4177,0.4603,0.25,0.7727,38,20,15,7,3,19,0.4675,0.5263,0.3,0.7143,39
"8495",8495,"Loss",22,16,17,4,28,0.4205,0.4545,0.3182,0.7391,39,12,21,8,9,23,0.369,0.3971,0.25,0.875,58
"8496",8496,"Win",12,21,8,9,23,0.369,0.3971,0.25,0.875,58,22,16,17,4,28,0.4205,0.4545,0.3182,0.7391,39
"8497",8497,"Win",20,11,9,2,16,0.3889,0.4483,0.2813,0.6957,51,22,19,6,7,18,0.4545,0.4915,0.3333,0.4737,48
"8498",8498,"Loss",22,19,6,7,18,0.4545,0.4915,0.3333,0.4737,48,20,11,9,2,16,0.3889,0.4483,0.2813,0.6957,51
"8499",8499,"Loss",33,18,12,5,21,0.4778,0.5763,0.2903,0.8,39,24,23,11,3,21,0.4382,0.4902,0.3684,0.6522,49
"8500",8500,"Win",24,23,11,3,21,0.4382,0.4902,0.3684,0.6522,49,33,18,12,5,21,0.4778,0.5763,0.2903,0.8,39
"8501",8501,"Loss",19,12,7,4,16,0.4,0.4328,0.2308,0.7,42,25,12,5,7,21,0.4643,0.5333,0.2917,0.8333,43
"8502",8502,"Win",25,12,5,7,21,0.4643,0.5333,0.2917,0.8333,43,19,12,7,4,16,0.4,0.4328,0.2308,0.7,42
"8503",8503,"Loss",24,13,6,4,18,0.3614,0.383,0.3333,0.8333,40,25,15,7,7,20,0.4156,0.4,0.4444,0.8261,44
"8504",8504,"Win",25,15,7,7,20,0.4156,0.4,0.4444,0.8261,44,24,13,6,4,18,0.3614,0.383,0.3333,0.8333,40
"8505",8505,"Loss",23,19,8,6,16,0.4868,0.4909,0.4762,0.7222,42,27,17,7,4,28,0.42,0.4107,0.4318,0.8571,52
"8506",8506,"Win",27,17,7,4,28,0.42,0.4107,0.4318,0.8571,52,23,19,8,6,16,0.4868,0.4909,0.4762,0.7222,42
"8507",8507,"Win",16,16,8,8,18,0.4493,0.4906,0.3125,0.76,45,15,11,9,4,22,0.3258,0.3824,0.1429,0.8667,41
"8508",8508,"Loss",15,11,9,4,22,0.3258,0.3824,0.1429,0.8667,41,16,16,8,8,18,0.4493,0.4906,0.3125,0.76,45
"8509",8509,"Win",27,13,8,4,15,0.5366,0.5797,0.3077,0.7368,40,15,19,5,3,18,0.4521,0.5082,0.1667,0.8462,30
"8510",8510,"Loss",15,19,5,3,18,0.4521,0.5082,0.1667,0.8462,30,27,13,8,4,15,0.5366,0.5797,0.3077,0.7368,40
"8511",8511,"Win",31,11,10,7,23,0.4848,0.52,0.375,0.9,43,18,16,5,6,16,0.4198,0.4237,0.4091,0.8519,44
"8512",8512,"Loss",18,16,5,6,16,0.4198,0.4237,0.4091,0.8519,44,31,11,10,7,23,0.4848,0.52,0.375,0.9,43
"8513",8513,"Loss",31,11,2,4,19,0.4505,0.4722,0.3684,0.875,47,25,9,5,1,18,0.4767,0.5397,0.3043,0.7333,49
"8514",8514,"Win",25,9,5,1,18,0.4767,0.5397,0.3043,0.7333,49,31,11,2,4,19,0.4505,0.4722,0.3684,0.875,47
"8515",8515,"Loss",24,19,6,3,25,0.4045,0.4375,0.32,0.6296,45,25,13,13,5,21,0.519,0.5636,0.4167,0.7742,41
"8516",8516,"Win",25,13,13,5,21,0.519,0.5636,0.4167,0.7742,41,24,19,6,3,25,0.4045,0.4375,0.32,0.6296,45
"8517",8517,"Win",20,17,9,5,20,0.4824,0.507,0.3571,0.8148,49,22,12,8,2,24,0.4176,0.4706,0.2609,0.6538,41
"8518",8518,"Loss",22,12,8,2,24,0.4176,0.4706,0.2609,0.6538,41,20,17,9,5,20,0.4824,0.507,0.3571,0.8148,49
"8519",8519,"Loss",25,9,5,4,20,0.4884,0.5789,0.3103,0.8077,42,24,11,5,5,17,0.5309,0.5902,0.35,0.9,39
"8520",8520,"Win",24,11,5,5,17,0.5309,0.5902,0.35,0.9,39,25,9,5,4,20,0.4884,0.5789,0.3103,0.8077,42
"8521",8521,"Win",21,17,10,4,19,0.4286,0.3571,0.5143,0.8519,42,22,19,9,3,24,0.4583,0.4815,0.3889,0.75,31
"8522",8522,"Loss",22,19,9,3,24,0.4583,0.4815,0.3889,0.75,31,21,17,10,4,19,0.4286,0.3571,0.5143,0.8519,42
"8523",8523,"Loss",22,17,3,8,25,0.4118,0.4107,0.4138,0.7917,57,28,5,11,9,19,0.4624,0.5,0.2308,0.6071,40
"8524",8524,"Win",28,5,11,9,19,0.4624,0.5,0.2308,0.6071,40,22,17,3,8,25,0.4118,0.4107,0.4138,0.7917,57
"8525",8525,"Win",21,18,10,3,21,0.4643,0.4839,0.4091,0.7778,41,22,18,7,6,15,0.4444,0.4603,0.3889,0.7391,45
"8526",8526,"Loss",22,18,7,6,15,0.4444,0.4603,0.3889,0.7391,45,21,18,10,3,21,0.4643,0.4839,0.4091,0.7778,41
"8527",8527,"Win",28,10,12,4,21,0.4124,0.434,0.3864,0.8125,46,25,16,4,7,16,0.4937,0.549,0.3929,0.8182,44
"8528",8528,"Loss",25,16,4,7,16,0.4937,0.549,0.3929,0.8182,44,28,10,12,4,21,0.4124,0.434,0.3864,0.8125,46
"8529",8529,"Loss",20,11,2,6,27,0.4176,0.4706,0.2609,0.6429,51,16,8,7,4,17,0.3678,0.4483,0.2069,0.7813,47
"8530",8530,"Win",16,8,7,4,17,0.3678,0.4483,0.2069,0.7813,47,20,11,2,6,27,0.4176,0.4706,0.2609,0.6429,51
"8531",8531,"Loss",17,16,5,4,21,0.3704,0.4107,0.28,0.8095,37,26,18,8,9,24,0.439,0.5476,0.325,0.8462,54
"8532",8532,"Win",26,18,8,9,24,0.439,0.5476,0.325,0.8462,54,17,16,5,4,21,0.3704,0.4107,0.28,0.8095,37
"8533",8533,"Loss",23,27,10,2,21,0.5278,0.5781,0.125,0.7059,47,27,17,18,4,26,0.4524,0.4561,0.4444,0.75,30
"8534",8534,"Win",27,17,18,4,26,0.4524,0.4561,0.4444,0.75,30,23,27,10,2,21,0.5278,0.5781,0.125,0.7059,47
"8535",8535,"Loss",19,15,10,3,13,0.4505,0.4928,0.3182,0.6522,47,24,15,8,3,15,0.5233,0.5217,0.5294,0.7857,45
"8536",8536,"Win",24,15,8,3,15,0.5233,0.5217,0.5294,0.7857,45,19,15,10,3,13,0.4505,0.4928,0.3182,0.6522,47
"8537",8537,"Loss",18,20,12,3,20,0.4066,0.5246,0.1667,0.75,48,24,19,7,2,18,0.4444,0.4844,0.3462,0.7,49
"8538",8538,"Win",24,19,7,2,18,0.4444,0.4844,0.3462,0.7,49,18,20,12,3,20,0.4066,0.5246,0.1667,0.75,48
"8539",8539,"Loss",25,21,11,1,27,0.4615,0.459,0.4706,0.8,43,19,16,11,3,19,0.4933,0.6667,0.2333,0.6842,39
"8540",8540,"Win",19,16,11,3,19,0.4933,0.6667,0.2333,0.6842,39,25,21,11,1,27,0.4615,0.459,0.4706,0.8,43
"8541",8541,"Loss",18,16,7,3,20,0.3902,0.5098,0.1935,0.76,41,24,18,11,5,26,0.4634,0.4694,0.4545,0.5862,54
"8542",8542,"Win",24,18,11,5,26,0.4634,0.4694,0.4545,0.5862,54,18,16,7,3,20,0.3902,0.5098,0.1935,0.76,41
"8543",8543,"Loss",25,13,9,11,25,0.4773,0.5161,0.3846,0.8,39,22,13,7,3,18,0.4253,0.4923,0.2273,0.8919,49
"8544",8544,"Win",22,13,7,3,18,0.4253,0.4923,0.2273,0.8919,49,25,13,9,11,25,0.4773,0.5161,0.3846,0.8,39
"8545",8545,"Loss",20,14,8,6,15,0.4079,0.4035,0.4211,0.6818,38,25,13,7,10,20,0.4432,0.4516,0.4231,0.6667,54
"8546",8546,"Win",25,13,7,10,20,0.4432,0.4516,0.4231,0.6667,54,20,14,8,6,15,0.4079,0.4035,0.4211,0.6818,38
"8547",8547,"Win",27,7,10,3,18,0.42,0.3881,0.4848,0.8182,45,21,18,4,7,15,0.4881,0.5738,0.2609,0.6429,52
"8548",8548,"Loss",21,18,4,7,15,0.4881,0.5738,0.2609,0.6429,52,27,7,10,3,18,0.42,0.3881,0.4848,0.8182,45
"8549",8549,"Loss",26,24,5,7,16,0.4429,0.4783,0.375,0.6552,49,26,8,18,5,25,0.4255,0.4203,0.44,0.8125,43
"8550",8550,"Win",26,8,18,5,25,0.4255,0.4203,0.44,0.8125,43,26,24,5,7,16,0.4429,0.4783,0.375,0.6552,49
"8551",8551,"Win",20,12,11,11,16,0.4111,0.4394,0.3333,0.7742,47,28,16,4,9,22,0.4536,0.473,0.3913,0.75,46
"8552",8552,"Loss",28,16,4,9,22,0.4536,0.473,0.3913,0.75,46,20,12,11,11,16,0.4111,0.4394,0.3333,0.7742,47
"8553",8553,"Win",17,23,9,2,20,0.4659,0.4789,0.4118,0.8387,53,23,14,13,5,27,0.4516,0.4545,0.4444,0.75,34
"8554",8554,"Loss",23,14,13,5,27,0.4516,0.4545,0.4444,0.75,34,17,23,9,2,20,0.4659,0.4789,0.4118,0.8387,53
"8555",8555,"Loss",18,20,3,2,21,0.5139,0.55,0.4688,0.7059,35,21,16,13,3,19,0.4868,0.4667,0.5625,0.8,29
"8556",8556,"Win",21,16,13,3,19,0.4868,0.4667,0.5625,0.8,29,18,20,3,2,21,0.5139,0.55,0.4688,0.7059,35
"8557",8557,"Loss",15,18,4,2,23,0.4634,0.5,0.3846,0.8182,43,17,12,6,7,16,0.4578,0.5,0.2941,0.8182,45
"8558",8558,"Win",17,12,6,7,16,0.4578,0.5,0.2941,0.8182,45,15,18,4,2,23,0.4634,0.5,0.3846,0.8182,43
"8559",8559,"Win",19,16,12,2,29,0.4595,0.4603,0.4545,0.7143,54,12,13,8,3,26,0.4217,0.5918,0.1765,0.7353,38
"8560",8560,"Loss",12,13,8,3,26,0.4217,0.5918,0.1765,0.7353,38,19,16,12,2,29,0.4595,0.4603,0.4545,0.7143,54
"8561",8561,"Loss",17,21,13,3,19,0.4444,0.5455,0.1667,0.5833,47,26,20,12,4,17,0.5,0.566,0.3939,0.85,47
"8562",8562,"Win",26,20,12,4,17,0.5,0.566,0.3939,0.85,47,17,21,13,3,19,0.4444,0.5455,0.1667,0.5833,47
"8563",8563,"Win",26,15,8,2,29,0.5204,0.5479,0.44,0.5,54,19,13,9,3,12,0.475,0.5556,0.1765,0.7813,35
"8564",8564,"Loss",19,13,9,3,12,0.475,0.5556,0.1765,0.7813,35,26,15,8,2,29,0.5204,0.5479,0.44,0.5,54
"8565",8565,"Loss",15,13,3,2,19,0.4,0.3973,0.4167,0.8696,45,31,6,10,7,21,0.5281,0.6364,0.2174,0.6364,40
"8566",8566,"Win",31,6,10,7,21,0.5281,0.6364,0.2174,0.6364,40,15,13,3,2,19,0.4,0.3973,0.4167,0.8696,45
"8567",8567,"Loss",24,15,9,5,22,0.3933,0.4032,0.3704,0.8214,45,30,13,12,5,19,0.4375,0.4242,0.4667,0.6552,56
"8568",8568,"Win",30,13,12,5,19,0.4375,0.4242,0.4667,0.6552,56,24,15,9,5,22,0.3933,0.4032,0.3704,0.8214,45
"8569",8569,"Win",26,9,7,5,18,0.5054,0.5517,0.4286,0.6364,42,22,12,6,5,10,0.4471,0.4545,0.4211,0.7143,46
"8570",8570,"Loss",22,12,6,5,10,0.4471,0.4545,0.4211,0.7143,46,26,9,7,5,18,0.5054,0.5517,0.4286,0.6364,42
"8571",8571,"Win",20,10,1,6,16,0.3896,0.4,0.3636,0.8824,43,16,9,6,2,19,0.3605,0.4328,0.1053,0.8667,47
"8572",8572,"Loss",16,9,6,2,19,0.3605,0.4328,0.1053,0.8667,47,20,10,1,6,16,0.3896,0.4,0.3636,0.8824,43
"8573",8573,"Loss",29,18,5,9,25,0.43,0.4857,0.3,1,43,19,18,9,13,14,0.4167,0.4302,0.3,0.6757,60
"8574",8574,"Win",19,18,9,13,14,0.4167,0.4302,0.3,0.6757,60,29,18,5,9,25,0.43,0.4857,0.3,1,43
"8575",8575,"Loss",21,11,1,1,17,0.4884,0.549,0.4,0.75,38,29,8,7,7,15,0.4943,0.5167,0.4444,0.8462,38
"8576",8576,"Win",29,8,7,7,15,0.4943,0.5167,0.4444,0.8462,38,21,11,1,1,17,0.4884,0.549,0.4,0.75,38
"8577",8577,"Win",26,14,5,13,20,0.4938,0.5143,0.3636,0.7368,42,23,14,4,6,18,0.4103,0.4333,0.3333,0.9615,37
"8578",8578,"Loss",23,14,4,6,18,0.4103,0.4333,0.3333,0.9615,37,26,14,5,13,20,0.4938,0.5143,0.3636,0.7368,42
"8579",8579,"Win",19,15,10,6,24,0.3908,0.5,0.2286,0.6522,49,15,19,10,6,20,0.3514,0.4082,0.24,0.6552,40
"8580",8580,"Loss",15,19,10,6,20,0.3514,0.4082,0.24,0.6552,40,19,15,10,6,24,0.3908,0.5,0.2286,0.6522,49
"8581",8581,"Win",23,15,3,11,15,0.5417,0.5667,0.4167,0.8462,46,27,8,8,2,20,0.3793,0.4706,0.25,0.7727,35
"8582",8582,"Loss",27,8,8,2,20,0.3793,0.4706,0.25,0.7727,35,23,15,3,11,15,0.5417,0.5667,0.4167,0.8462,46
"8583",8583,"Win",27,16,7,3,25,0.4432,0.5085,0.3103,0.8889,47,25,14,13,5,27,0.4494,0.5075,0.2727,0.8611,42
"8584",8584,"Loss",25,14,13,5,27,0.4494,0.5075,0.2727,0.8611,42,27,16,7,3,25,0.4432,0.5085,0.3103,0.8889,47
"8585",8585,"Loss",22,17,5,3,17,0.4359,0.4828,0.3,0.6316,36,34,10,14,5,20,0.557,0.72,0.2759,0.75,40
"8586",8586,"Win",34,10,14,5,20,0.557,0.72,0.2759,0.75,40,22,17,5,3,17,0.4359,0.4828,0.3,0.6316,36
"8587",8587,"Loss",18,13,6,9,16,0.3617,0.3529,0.3846,0.7391,47,22,11,8,11,22,0.4653,0.5,0.3478,0.55,57
"8588",8588,"Win",22,11,8,11,22,0.4653,0.5,0.3478,0.55,57,18,13,6,9,16,0.3617,0.3529,0.3846,0.7391,47
"8589",8589,"Loss",17,14,6,4,22,0.3908,0.5,0.1724,0.6667,38,27,13,9,8,25,0.5526,0.6038,0.4348,0.6667,45
"8590",8590,"Win",27,13,9,8,25,0.5526,0.6038,0.4348,0.6667,45,17,14,6,4,22,0.3908,0.5,0.1724,0.6667,38
"8591",8591,"Loss",20,11,4,6,20,0.4545,0.5263,0.25,0.8333,36,24,9,2,5,19,0.4756,0.4722,0.5,0.7692,44
"8592",8592,"Win",24,9,2,5,19,0.4756,0.4722,0.5,0.7692,44,20,11,4,6,20,0.4545,0.5263,0.25,0.8333,36
"8593",8593,"Loss",16,14,4,4,14,0.3444,0.3284,0.3913,0.6111,44,17,12,8,8,17,0.494,0.4915,0.5,0.8333,51
"8594",8594,"Win",17,12,8,8,17,0.494,0.4915,0.5,0.8333,51,16,14,4,4,14,0.3444,0.3284,0.3913,0.6111,44
"8595",8595,"Win",28,17,5,8,19,0.4737,0.451,0.52,0.7576,52,24,11,6,4,24,0.3958,0.4386,0.3333,0.7368,46
"8596",8596,"Loss",24,11,6,4,24,0.3958,0.4386,0.3333,0.7368,46,28,17,5,8,19,0.4737,0.451,0.52,0.7576,52
"8597",8597,"Loss",16,15,5,2,29,0.4321,0.4848,0.2,0.56,30,23,17,11,7,25,0.5652,0.6275,0.3889,0.8,41
"8598",8598,"Win",23,17,11,7,25,0.5652,0.6275,0.3889,0.8,41,16,15,5,2,29,0.4321,0.4848,0.2,0.56,30
"8599",8599,"Loss",12,21,6,9,12,0.4167,0.4483,0.2857,0.9091,36,24,14,11,8,13,0.4545,0.5,0.3182,1,44
"8600",8600,"Win",24,14,11,8,13,0.4545,0.5,0.3182,1,44,12,21,6,9,12,0.4167,0.4483,0.2857,0.9091,36
"8601",8601,"Loss",20,13,4,6,23,0.358,0.3966,0.2609,0.76,45,22,7,7,5,21,0.4667,0.5286,0.25,0.8214,51
"8602",8602,"Win",22,7,7,5,21,0.4667,0.5286,0.25,0.8214,51,20,13,4,6,23,0.358,0.3966,0.2609,0.76,45
"8603",8603,"Loss",27,15,10,6,29,0.5854,0.619,0.4737,0.7,33,25,17,12,4,26,0.5055,0.5538,0.3846,0.7105,42
"8604",8604,"Win",25,17,12,4,26,0.5055,0.5538,0.3846,0.7105,42,27,15,10,6,29,0.5854,0.619,0.4737,0.7,33
"8605",8605,"Win",21,14,10,5,19,0.4835,0.5429,0.2857,0.75,51,25,14,8,7,16,0.4512,0.4697,0.375,0.7895,36
"8606",8606,"Loss",25,14,8,7,16,0.4512,0.4697,0.375,0.7895,36,21,14,10,5,19,0.4835,0.5429,0.2857,0.75,51
"8607",8607,"Loss",27,13,9,7,25,0.4412,0.473,0.3571,0.52,51,26,14,6,8,19,0.4433,0.4545,0.4,0.8333,53
"8608",8608,"Win",26,14,6,8,19,0.4433,0.4545,0.4,0.8333,53,27,13,9,7,25,0.4412,0.473,0.3571,0.52,51
"8609",8609,"Loss",27,10,6,7,28,0.4231,0.4915,0.3333,0.8,49,20,16,6,4,18,0.4659,0.4426,0.5185,0.875,50
"8610",8610,"Win",20,16,6,4,18,0.4659,0.4426,0.5185,0.875,50,27,10,6,7,28,0.4231,0.4915,0.3333,0.8,49
"8611",8611,"Win",25,15,5,2,24,0.5119,0.4906,0.5484,0.4545,48,25,9,6,3,16,0.4805,0.5,0.4286,0.75,35
"8612",8612,"Loss",25,9,6,3,16,0.4805,0.5,0.4286,0.75,35,25,15,5,2,24,0.5119,0.4906,0.5484,0.4545,48
"8613",8613,"Loss",19,15,8,5,22,0.4865,0.5455,0.3158,0.913,34,27,11,9,3,25,0.4667,0.4821,0.4211,0.7667,40
"8614",8614,"Win",27,11,9,3,25,0.4667,0.4821,0.4211,0.7667,40,19,15,8,5,22,0.4865,0.5455,0.3158,0.913,34
"8615",8615,"Win",28,10,6,6,16,0.5238,0.5556,0.4286,0.7,38,18,11,8,2,16,0.4421,0.5362,0.1923,0.6,50
"8616",8616,"Loss",18,11,8,2,16,0.4421,0.5362,0.1923,0.6,50,28,10,6,6,16,0.5238,0.5556,0.4286,0.7,38
"8617",8617,"Loss",21,13,11,5,13,0.3448,0.3692,0.2727,0.75,42,31,17,9,6,20,0.5125,0.5246,0.4737,0.7,47
"8618",8618,"Win",31,17,9,6,20,0.5125,0.5246,0.4737,0.7,47,21,13,11,5,13,0.3448,0.3692,0.2727,0.75,42
"8619",8619,"Loss",24,14,4,4,18,0.5132,0.5484,0.3571,0.8947,40,24,8,8,4,17,0.5059,0.4918,0.5417,0.7222,36
"8620",8620,"Win",24,8,8,4,17,0.5059,0.4918,0.5417,0.7222,36,24,14,4,4,18,0.5132,0.5484,0.3571,0.8947,40
"8621",8621,"Win",33,8,7,2,25,0.5412,0.6,0.475,0.7778,37,22,16,3,4,25,0.4805,0.5172,0.3684,0.68,36
"8622",8622,"Loss",22,16,3,4,25,0.4805,0.5172,0.3684,0.68,36,33,8,7,2,25,0.5412,0.6,0.475,0.7778,37
"8623",8623,"Loss",24,12,9,3,30,0.4255,0.4375,0.4,0.8077,49,23,14,4,2,21,0.4301,0.4068,0.4706,0.9167,51
"8624",8624,"Win",23,14,4,2,21,0.4301,0.4068,0.4706,0.9167,51,24,12,9,3,30,0.4255,0.4375,0.4,0.8077,49
"8625",8625,"Loss",31,14,8,5,28,0.5,0.5893,0.3438,0.6346,52,28,13,10,6,30,0.5165,0.463,0.5946,0.7273,41
"8626",8626,"Win",28,13,10,6,30,0.5165,0.463,0.5946,0.7273,41,31,14,8,5,28,0.5,0.5893,0.3438,0.6346,52
"8627",8627,"Win",19,18,6,4,19,0.4865,0.5,0.4167,0.875,39,13,16,6,2,14,0.3649,0.4231,0.2273,0.7692,38
"8628",8628,"Loss",13,16,6,2,14,0.3649,0.4231,0.2273,0.7692,38,19,18,6,4,19,0.4865,0.5,0.4167,0.875,39
"8629",8629,"Loss",18,16,10,7,21,0.4737,0.5323,0.2143,0.7742,39,21,15,9,6,24,0.506,0.5333,0.4348,0.8696,40
"8630",8630,"Win",21,15,9,6,24,0.506,0.5333,0.4348,0.8696,40,18,16,10,7,21,0.4737,0.5323,0.2143,0.7742,39
"8631",8631,"Win",30,13,11,5,28,0.4227,0.5072,0.2143,0.7333,52,21,18,5,6,25,0.4217,0.4444,0.35,0.75,48
"8632",8632,"Loss",21,18,5,6,25,0.4217,0.4444,0.35,0.75,48,30,13,11,5,28,0.4227,0.5072,0.2143,0.7333,52
"8633",8633,"Win",14,14,16,6,23,0.4096,0.4762,0.2,0.7353,46,15,22,4,2,23,0.3457,0.3696,0.3143,0.931,53
"8634",8634,"Loss",15,22,4,2,23,0.3457,0.3696,0.3143,0.931,53,14,14,16,6,23,0.4096,0.4762,0.2,0.7353,46
"8635",8635,"Win",20,15,8,8,19,0.4865,0.4909,0.4737,0.7143,41,19,14,12,3,14,0.3929,0.4328,0.2353,0.6538,47
"8636",8636,"Loss",19,14,12,3,14,0.3929,0.4328,0.2353,0.6538,47,20,15,8,8,19,0.4865,0.4909,0.4737,0.7143,41
"8637",8637,"Loss",23,21,3,4,16,0.4853,0.4906,0.4667,0.7778,31,27,10,11,3,19,0.5233,0.5714,0.3125,0.8462,34
"8638",8638,"Win",27,10,11,3,19,0.5233,0.5714,0.3125,0.8462,34,23,21,3,4,16,0.4853,0.4906,0.4667,0.7778,31
"8639",8639,"Win",15,13,6,3,13,0.4675,0.5167,0.2941,0.7,45,20,14,4,4,16,0.4167,0.4769,0.2105,0.5,39
"8640",8640,"Loss",20,14,4,4,16,0.4167,0.4769,0.2105,0.5,39,15,13,6,3,13,0.4675,0.5167,0.2941,0.7,45
"8641",8641,"Loss",19,13,4,4,22,0.4302,0.4237,0.4444,0.8065,40,20,11,3,7,25,0.5222,0.5479,0.4118,0.9444,38
"8642",8642,"Win",20,11,3,7,25,0.5222,0.5479,0.4118,0.9444,38,19,13,4,4,22,0.4302,0.4237,0.4444,0.8065,40
"8643",8643,"Loss",30,14,8,1,19,0.5059,0.5254,0.4615,0.7333,33,23,13,7,5,15,0.5542,0.6481,0.3793,0.7059,37
"8644",8644,"Win",23,13,7,5,15,0.5542,0.6481,0.3793,0.7059,37,30,14,8,1,19,0.5059,0.5254,0.4615,0.7333,33
"8645",8645,"Win",38,10,8,9,17,0.5263,0.6032,0.375,0.65,55,14,10,4,4,17,0.37,0.45,0.05,0.7917,49
"8646",8646,"Loss",14,10,4,4,17,0.37,0.45,0.05,0.7917,49,38,10,8,9,17,0.5263,0.6032,0.375,0.65,55
"8647",8647,"Win",23,10,8,7,17,0.475,0.52,0.4,0.5932,52,21,13,7,3,41,0.4526,0.4366,0.5,0.8889,48
"8648",8648,"Loss",21,13,7,3,41,0.4526,0.4366,0.5,0.8889,48,23,10,8,7,17,0.475,0.52,0.4,0.5932,52
"8649",8649,"Loss",17,16,8,2,21,0.4198,0.463,0.3333,0.8571,34,28,20,9,3,16,0.4699,0.5085,0.375,0.7333,51
"8650",8650,"Win",28,20,9,3,16,0.4699,0.5085,0.375,0.7333,51,17,16,8,2,21,0.4198,0.463,0.3333,0.8571,34
"8651",8651,"Loss",26,17,4,9,21,0.4396,0.5147,0.2174,0.8182,52,18,12,11,2,15,0.433,0.5139,0.2,0.7727,46
"8652",8652,"Win",18,12,11,2,15,0.433,0.5139,0.2,0.7727,46,26,17,4,9,21,0.4396,0.5147,0.2174,0.8182,52
"8653",8653,"Win",28,14,6,12,23,0.4831,0.5362,0.3,0.7143,59,17,10,6,5,22,0.3556,0.4308,0.16,0.8065,41
